Time [s];T_cat [gradC];n_h2 [mol/s];n_ch4 [mol/s];n_h2_res [mol/s];m_DE [kg/h];Pel [W]
970;462;0.0366;0.00886;0.000362;1.16;350
972;463;0.0367;0.00888;0.000363;1.17;350
974;463;0.0368;0.00889;0.000363;1.17;350
976;463;0.0368;0.00891;0.000364;1.17;350
978;463;0.0369;0.00892;0.000365;1.18;462
980;464;0.0369;0.00894;0.000365;1.19;490
982;464;0.037;0.00895;0.000366;1.19;490
984;464;0.0371;0.00896;0.000366;1.2;490
986;464;0.0371;0.00898;0.000367;1.2;490
988;465;0.0372;0.00900;0.000368;1.21;378
990;465;0.0373;0.00901;0.000368;1.21;350
992;465;0.0373;0.00902;0.000369;1.21;350
994;465;0.0374;0.00904;0.000369;1.22;350
996;465;0.0374;0.00905;0.00037;1.22;350
998;466;0.0375;0.00907;0.000371;1.23;350
1000;466;0.0376;0.00908;0.000371;1.24;350
1002;466;0.0376;0.00910;0.000372;1.24;350
1004;466;0.0377;0.00911;0.000372;1.25;350
1006;466;0.0377;0.00913;0.000373;1.25;350
1008;466;0.0378;0.00914;0.000374;1.25;406
1010;467;0.0379;0.00916;0.000374;1.26;490
1012;467;0.0379;0.00917;0.000375;1.26;490
1014;467;0.038;0.00919;0.000375;1.27;490
1016;467;0.038;0.00920;0.000376;1.27;490
1018;467;0.0381;0.00922;0.000377;1.27;420
1020;467;0.0382;0.00923;0.000377;1.28;350
1022;467;0.0382;0.00925;0.000378;1.28;350
1024;467;0.0383;0.00926;0.000379;1.28;350
1026;467;0.0384;0.00928;0.000379;1.29;350
1028;467;0.0384;0.00929;0.00038;1.29;350
1030;467;0.0385;0.00930;0.00038;1.29;350
1032;467;0.0385;0.00932;0.000381;1.3;350
1034;467;0.0386;0.00933;0.000382;1.3;350
1036;467;0.0387;0.00935;0.000382;1.3;350
1038;467;0.0387;0.00936;0.000383;1.3;350
1040;467;0.0388;0.00938;0.000383;1.31;350
1042;467;0.0388;0.00939;0.000384;1.31;406
1044;467;0.0389;0.00941;0.000385;1.31;490
1046;467;0.039;0.00942;0.000385;1.32;490
1048;467;0.039;0.00944;0.000386;1.32;490
1050;467;0.0391;0.00945;0.000386;1.32;490
1052;467;0.0392;0.00947;0.000387;1.32;420
1054;467;0.0392;0.00948;0.000388;1.32;350
1056;467;0.0393;0.00950;0.000388;1.33;350
1058;467;0.0393;0.00951;0.000389;1.33;350
1060;467;0.0394;0.00953;0.000389;1.33;350
1062;467;0.0395;0.00954;0.00039;1.34;350
1064;467;0.0395;0.00955;0.000391;1.34;350
1066;467;0.0396;0.00957;0.000391;1.34;350
1068;467;0.0396;0.00958;0.000392;1.35;350
1070;467;0.0397;0.00960;0.000392;1.35;350
1072;466;0.0398;0.00962;0.000393;1.35;350
1074;466;0.0398;0.00963;0.000394;1.35;350
1076;466;0.0399;0.00964;0.000394;1.35;350
1078;466;0.04;0.00966;0.000395;1.36;350
1080;466;0.04;0.00967;0.000395;1.36;350
1082;466;0.0401;0.00969;0.000396;1.36;350
1084;466;0.0401;0.00970;0.000397;1.36;350
1086;466;0.0402;0.00972;0.000397;1.36;406
1088;466;0.0403;0.00973;0.000398;1.37;490
1090;466;0.0403;0.00975;0.000398;1.37;490
